"Year","Domain","Measure","FIPS","County","State","Value"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","12121","Suwannee","FL","33.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","12123","Taylor","FL","30.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","12125","Union","FL","34.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","12127","Volusia","FL","41.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","12129","Wakulla","FL","39.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","12131","Walton","FL","39.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","12133","Washington","FL","36.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13001","Appling","GA","35.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13003","Atkinson","GA","33.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13005","Bacon","GA","38.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13007","Baker","GA","36.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13009","Baldwin","GA","41.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13011","Banks","GA","40.4"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13013","Barrow","GA","40.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13015","Bartow","GA","42.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13017","Ben Hill","GA","35.650000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13019","Berrien","GA","39.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13021","Bibb","GA","36.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13023","Bleckley","GA","40.900000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13025","Brantley","GA","35"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13027","Brooks","GA","38.650000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13029","Bryan","GA","43.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13031","Bulloch","GA","36.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13033","Burke","GA","38.349999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13035","Butts","GA","37.349999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13037","Calhoun","GA","34.35"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13039","Camden","GA","42.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13043","Candler","GA","36.400000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13045","Carroll","GA","38.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13047","Catoosa","GA","43.35"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13049","Charlton","GA","36.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13051","Chatham","GA","46.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13053","Chattahoochee","GA","39.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13055","Chattooga","GA","38.15"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13057","Cherokee","GA","47.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13059","Clarke","GA","40.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13061","Clay","GA","35.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13063","Clayton","GA","35.1"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13065","Clinch","GA","35.1"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13067","Cobb","GA","46.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13069","Coffee","GA","37.15"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13071","Colquitt","GA","35"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13073","Columbia","GA","43.65"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13075","Cook","GA","36.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13077","Coweta","GA","45.150000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13079","Crawford","GA","38.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13081","Crisp","GA","36.9"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13083","Dade","GA","41.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13085","Dawson","GA","48.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13087","Decatur","GA","37.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13089","Dekalb","GA","42.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13091","Dodge","GA","36.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13093","Dooly","GA","37.15"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13095","Dougherty","GA","40.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13097","Douglas","GA","43.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13099","Early","GA","33.9"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13101","Echols","GA","38"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13103","Effingham","GA","47"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13105","Elbert","GA","36.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13107","Emanuel","GA","37.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13109","Evans","GA","36.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13111","Fannin","GA","42.400000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13113","Fayette","GA","46.650000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13115","Floyd","GA","42.9"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13117","Forsyth","GA","47.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13119","Franklin","GA","40.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13121","Fulton","GA","47.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13123","Gilmer","GA","39.650000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13125","Glascock","GA","40.4"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13127","Glynn","GA","43.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13129","Gordon","GA","40.349999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13131","Grady","GA","37.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13133","Greene","GA","42.349999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13135","Gwinnett","GA","42.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13137","Habersham","GA","40.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13139","Hall","GA","44.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13141","Hancock","GA","33.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13143","Haralson","GA","42.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13145","Harris","GA","45.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13147","Hart","GA","41"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13149","Heard","GA","38.849999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13151","Henry","GA","41.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13153","Houston","GA","49.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13155","Irwin","GA","38"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13157","Jackson","GA","43.650000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13159","Jasper","GA","40.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13161","Jeff Davis","GA","35.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13163","Jefferson","GA","34.65"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13165","Jenkins","GA","35.15"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13167","Johnson","GA","35.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13169","Jones","GA","43.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13171","Lamar","GA","39.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13173","Lanier","GA","38.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13175","Laurens","GA","40.349999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13177","Lee","GA","44.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13179","Liberty","GA","40.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13181","Lincoln","GA","40.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13183","Long","GA","36.900000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13185","Lowndes","GA","38.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13187","Lumpkin","GA","42.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13189","Mcduffie","GA","40.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13191","Mcintosh","GA","39.35"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13193","Macon","GA","34.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13195","Madison","GA","38.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13197","Marion","GA","37.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13199","Meriwether","GA","36.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13201","Miller","GA","39.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13205","Mitchell","GA","37.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13207","Monroe","GA","41.4"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13209","Montgomery","GA","37.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13211","Morgan","GA","42.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13213","Murray","GA","43.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13215","Muscogee","GA","37"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13217","Newton","GA","40.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13219","Oconee","GA","48.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13221","Oglethorpe","GA","41.099999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13223","Paulding","GA","45.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13225","Peach","GA","38.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13227","Pickens","GA","44.150000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13229","Pierce","GA","39"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13231","Pike","GA","42.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13233","Polk","GA","40.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13235","Pulaski","GA","39.650000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13237","Putnam","GA","40.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13239","Quitman","GA","39.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13241","Rabun","GA","41.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13243","Randolph","GA","33.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13245","Richmond","GA","40.849999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13247","Rockdale","GA","43.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13249","Schley","GA","41"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13251","Screven","GA","40.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13253","Seminole","GA","38.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13255","Spalding","GA","39"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13257","Stephens","GA","40.9"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13259","Stewart","GA","33.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13261","Sumter","GA","37.599999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13263","Talbot","GA","37.099999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13265","Taliaferro","GA","34.099999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13267","Tattnall","GA","38"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13269","Taylor","GA","33.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13271","Telfair","GA","31.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13273","Terrell","GA","35.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13275","Thomas","GA","43.400000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13277","Tift","GA","42.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13279","Toombs","GA","35.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13281","Towns","GA","46.349999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13283","Treutlen","GA","36.9"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13285","Troup","GA","40.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13287","Turner","GA","36.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13289","Twiggs","GA","38.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13291","Union","GA","40.65"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13293","Upson","GA","37.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13295","Walker","GA","38.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13297","Walton","GA","40.849999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13299","Ware","GA","37.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13301","Warren","GA","36.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13303","Washington","GA","36.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13305","Wayne","GA","39.599999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13307","Webster","GA","37.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13309","Wheeler","GA","33.15"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13311","White","GA","45.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13313","Whitfield","GA","41.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13315","Wilcox","GA","39.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13317","Wilkes","GA","36.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13319","Wilkinson","GA","37.150000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","13321","Worth","GA","37.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","15001","Hawaii","HI","35.4"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","15003","Honolulu","HI","35.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","15005","Kalawao","HI","34.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","15007","Kauai","HI","30.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","15009","Maui","HI","31.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16001","Ada","ID","44.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16003","Adams","ID","36.900000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16005","Bannock","ID","37.400000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16007","Bear Lake","ID","37.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16009","Benewah","ID","37.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16011","Bingham","ID","35.65"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16013","Blaine","ID","43.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16015","Boise","ID","41.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16017","Bonner","ID","37.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16019","Bonneville","ID","33.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16021","Boundary","ID","34.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16023","Butte","ID","37.1"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16025","Camas","ID","34.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16027","Canyon","ID","39.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16029","Caribou","ID","36.650000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16031","Cassia","ID","34.150000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16033","Clark","ID","34.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16035","Clearwater","ID","39"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16037","Custer","ID","37"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16039","Elmore","ID","33.9"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16041","Franklin","ID","38.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16043","Fremont","ID","32.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16045","Gem","ID","40.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16047","Gooding","ID","31.950000000000003"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16049","Idaho","ID","35.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16051","Jefferson","ID","35.650000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16053","Jerome","ID","32.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16055","Kootenai","ID","38.349999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16057","Latah","ID","40.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16059","Lemhi","ID","36.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16061","Lewis","ID","36.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16063","Lincoln","ID","34.35"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16065","Madison","ID","32.150000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16067","Minidoka","ID","30.1"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16069","Nez Perce","ID","35.65"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16071","Oneida","ID","33.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16073","Owyhee","ID","32.1"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16075","Payette","ID","40.1"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16077","Power","ID","33.150000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16079","Shoshone","ID","32.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16081","Teton","ID","39.9"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16083","Twin Falls","ID","41.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16085","Valley","ID","38.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","16087","Washington","ID","29.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17001","Adams","IL","41.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17003","Alexander","IL","35.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17005","Bond","IL","40.35"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17007","Boone","IL","41.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17009","Brown","IL","38.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17011","Bureau","IL","41.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17013","Calhoun","IL","42.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17015","Carroll","IL","40.9"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17017","Cass","IL","37.4"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17019","Champaign","IL","42"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17021","Christian","IL","39.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17023","Clark","IL","41.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17025","Clay","IL","39.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17027","Clinton","IL","43.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17029","Coles","IL","39.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17031","Cook","IL","39.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17033","Crawford","IL","41.099999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17035","Cumberland","IL","40.65"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17037","Dekalb","IL","41.9"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17039","De Witt","IL","40.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17041","Douglas","IL","40.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17043","Dupage","IL","45.650000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17045","Edgar","IL","41.15"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17047","Edwards","IL","41.650000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17049","Effingham","IL","41.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17051","Fayette","IL","37.650000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","17053","Ford","IL","41.75"
